datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83390	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""9"", ""incubation"":""Slight"" }"		83390	Additional data on card.		William H. Parker				Slight			native	present	eggs	in collection	1/9										1899-05-17		137	137	1899	5	17								| USA | Utah | Salt Lake |  |  |  |	North America				United States	US	Utah	Salt Lake			USA | Utah | Salt Lake														decimal degrees		40.6674994	-111.9053956	WGS84	32184						Gary Shugart (PSM)	2009-04-19	VertNet Georeferencing Guidelines	BioGeomancer	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83391	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""9"", ""incubation"":""Com"" }"		83391	Additional data on card.		Not recorded				Com			native	present	eggs	in collection	1/9										1902-05-25		145	145	1902	5	25								| USA | Utah | Salt Lake |  |  |  |	North America				United States	US	Utah	Salt Lake			USA | Utah | Salt Lake														decimal degrees		40.6674994	-111.9053956	WGS84	32184						Gary Shugart (PSM)	2009-04-19	VertNet Georeferencing Guidelines	BioGeomancer	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83392	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""Fresh"" }"		83392	Additional data on card.		Not recorded				Fresh			native	present	eggs	in collection	2/8										1902-05-07		127	127	1902	5	7								| USA | Utah | Davis |  |  |  |	North America				United States	US	Utah	Davis		at mouth of Jordan River	USA | Utah | Davis | at mouth of Jordan River														decimal degrees		40.8977223	-111.9735518	WGS84	4334						Gary Shugart (PSM)	2009-04-19	VertNet Georeferencing Guidelines	GNIS latlong download Sep 07 for placename, some adjusted in BioGeomancer, if offset, calculated air mi  from  placename latlong	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83864	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""5"", ""incubation"":""Begun"" }"		83864	Additional data on card		J.O. Snyder				Begun			native	present	eggs	in collection											1890-05-23		143	143	1890	5	23								| USA | Indiana | DeKalb |  |  |  |	North America				United States	US	Indiana	DeKalb		Smithfield	USA | Indiana | DeKalb | Smithfield														decimal degrees		41.481319	-85.02285	WGS84	7270						Derek Spinei (UMMZ)	2008-02-15	VertNet Georeferencing Guidelines	BioGeomancer	verified by curator	Smithfield Township																																			Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83866	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""Fresh"" }"		83866	Additional data on card.		A.M. Ingersoll				Fresh			native	present	eggs	in collection	3034										1932-04-09		100	100	1932	4	9								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		National City	USA | California | San Diego | National City														decimal degrees		32.670113	-117.087	WGS84	4980						Ryane Cox	5 December 2013	Georeferencing Quick Reference Guide	GEOLocate	requires verification																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83867	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""None"" }"		83867	Additional data on card.		Clarence S. Sharp				None			native	present	eggs	in collection											1900-05-04		124	124	1900	5	4								| USA | California | San Diego |  |  |  |	North America				United States	US	California	San Diego		San Pasqual, Montgomerys Pond	USA | California | San Diego | San Pasqual, Montgomerys Pond														decimal degrees		33.088138	-116.980531	WGS84	6806						Ryane Cox	8 January 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Could not locate Montgomerys pond. I georeferenced all of San Pasqual Valley																																			Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83868	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""Commenced"" }"		83868	Additional data on card.		Ozro W. Howard				Commenced			native	present	eggs	in collection	1/8										1906-05-13		133	133	1906	5	13								| USA | California | Orange |  |  |  |	North America				United States	US	California	Orange		Newport	USA | California | Orange | Newport														decimal degrees		33.628257	-117.895717	WGS84	6928						Ryane Cox	14 February 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Georeferenced Newport Beach																																			Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=83869	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""Fresh"" }"		83869	Additional data on card						Fresh			native	present	eggs	in collection											1908-06-01		153	153	1908	6	1								| Canada | Quebec |  |  |  |  |	North America				Canada	CA	Québec			Dorval	Canada | Quebec | Dorval														decimal degrees		45.4388151	-73.7492466	WGS84	2251						Bradley G. Millen (ROM)	2008-12-08	VertNet Georeferencing Guidelines	BioGeomancer	verified by curator	Province should be QuΘbec.																																			Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=88164	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""10"", ""incubation"":""2/3 advanced"" }"		88164	Additional data on card.		James B. Dixon				2/3 advanced			native	present	eggs	in collection	2/10-1940										1940-05-23		144	144	1940	5	23								| USA | California | Mono |  |  |  |	North America				United States	US	California	Mono		Bridgeport	USA | California | Mono | Bridgeport														decimal degrees		38.25583	-119.23028	WGS84	4934						Ryane Cox	27 May 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification	Undefined locality. Nearest named place is Willow Springs. Measurement=7844 meters (extent=3922 meters)																																			Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=99641	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""Far advanced"" }"		99641	Additional data on card.		Isaac van Kammen				Far advanced			native	present	eggs	in collection	7-8										1906-05-20		140	140	1906	5	20								| USA | Michigan | Kent |  |  |  |	North America				United States	US	Michigan	Kent		Grand Rapids	USA | Michigan | Kent | Grand Rapids														decimal degrees		42.9633255	-85.668129	WGS84	10218						Robin Bolig (MSU)	2002-04-30	VertNet Georeferencing Guidelines	Topozone.com	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=99642	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""9"", ""incubation"":""Fresh"" }"		99642	Additional data on card.		Nelson D. Hoy				Fresh			native	present	eggs	in collection	1/9										1891-06-02		153	153	1891	6	2								| USA | Pennsylvania | Erie |  |  |  |	North America				United States	US	Pennsylvania	Erie		Erie	USA | Pennsylvania | Erie | Erie														decimal degrees		42.115546	-80.070517	WGS84	6633						Ryane Cox	25 July 2014	Georeferencing Quick Reference Guide	GEOLocate	requires verification																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=99682	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""9"", ""incubation"":""Fresh"" }"		99682	Additional data on card		Not recorded				Fresh			native	present	eggs	in collection	5/9										1894-05-21		141	141	1894	5	21								| USA | Michigan | Calhoun |  |  |  |	North America				United States	US	Michigan	Calhoun		Battle Creek	USA | Michigan | Calhoun | Battle Creek														decimal degrees		42.3211403	-85.1796951	WGS84	3233						Robin Bolig (MSU)	2002-10-14	VertNet Georeferencing Guidelines	Topozone.com	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=99683	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""9"", ""incubation"":""Small embryos"" }"		99683	Additional data on card		John R. Cruttenden				Small embryos			native	present	eggs	in collection	1/9-1941										1941-06-01		152	152	1941	6	1								| USA | Minnesota | Morrison |  |  |  |	North America				United States	US	Minnesota	Morrison		Little Falls, Near above	USA | Minnesota | Morrison | Little Falls, Near above														decimal degrees		46.0260516	-94.3650055	WGS84	5918						Matthew Hasenjager (MSU)	2009-01-29	VertNet Georeferencing Guidelines	BioGeomancer	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=99738	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""8"", ""incubation"":""Com."" }"		99738	Additional data on card.		E. Uden				Com.			native	present	eggs	in collection	1/8										1902-05-03		123	123	1902	5	3								| USA | Utah | Davis |  |  |  |	North America				United States	US	Utah	Davis		at mouth of Jordan River	USA | Utah | Davis | at mouth of Jordan River														decimal degrees		40.8977223	-111.9735518	WGS84	4334						Gary Shugart (PSM)	2009-04-19	VertNet Georeferencing Guidelines	GNIS latlong download Sep 07 for placename, some adjusted in BioGeomancer, if offset, calculated air mi  from  placename latlong	verified by curator																																				Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=wfvz_birds		2015-02-25	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/wfvz/eggs?id=99743	urn:lsid:biocol.org:col:34967			WFVZ	Eggs			PreservedSpecimen			"{""clutchSize"":""7"", ""incubation"":""Advanced"" }"		99743			H. Arden Edwards				Advanced			native	present	eggs	in collection	738										1900-04-30		120	120	1900	4	30								| USA | Illinois | Sangamon |  |  |  |	North America				United States	US	Illinois	Sangamon		Springfield, Spring Creek Valley	USA | Illinois | Sangamon | Springfield, Spring Creek Valley														decimal degrees		39.796403	-89.8180389	WGS84	19823						Tom Cole (UWBM)	2009-08-03	VertNet Georeferencing Guidelines	BioGeomancer	verified by curator	Georeferenced Spring Creek.																																			Rallus limicola limicola							Rallidae	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds		2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=123039	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""weight"":""97g"" }"		123039			Peet, Max Minor			male				native	present	Skin, Y												1934-06				1934	6									North America | U.S.A. | Michigan | Chippewa |  |  |  |	North America				United States	US	Michigan	Chippewa		Munuscong Bay	North America | U.S.A. | Michigan | Chippewa	180															46.188029	-84.118395	WGS84	12471						Barbehenn, David	2013-08-13	VertNet Georeferencing Guidelines	GEOLocate	verified by curator																																				Rallus limicola limicola							|  |  | Gruiformes | Rallidae | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds		2015-02-23	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/uwbm/bird?id=26347	urn:lsid:biocol.org:col:34878	urn:lsid:biocol.org:col:34966		UWBM	Bird			PreservedSpecimen					26347			Z. Schultz		1	unknown	unknown			native	present	skeleton												1967-08-01		213	213	1967	8		AUGUST 1967							| United States of America | Washington | Pierce |  |  |  |	North America				United States	US	Washington	Pierce		WASHINGTON: Pierce County; Puyallup	United States of America | Washington | Pierce |  |  | WASHINGTON: Pierce County; Puyallup																47.1853785	-122.2928974	WGS84	3533								VertNet Georeferencing Guidelines		requires verification	check county																																			Rallus limicola							Animalia | Chordata | Aves | Gruiformes | Rallidae |  | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola		species			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds		2015-02-23	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/uwbm/bird?id=38111	urn:lsid:biocol.org:col:34878	urn:lsid:biocol.org:col:34966		UWBM	Bird			PreservedSpecimen					38111	Molt: none				1	male	unknown			native	present	round skin																1980	10		mid OCTOBER 1980							| United States of America | Massachusetts | Norfolk |  |  |  |	North America				United States	US	Massachusetts	Norfolk		MASSACHUSETTS: Norfolk County; Cohasset	United States of America | Massachusetts | Norfolk |  |  | MASSACHUSETTS: Norfolk County; Cohasset																42.23608	-70.8080864	WGS84	2573								VertNet Georeferencing Guidelines		requires verification																																				Rallus limicola							Animalia | Chordata | Aves | Gruiformes | Rallidae |  | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola		species			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds		2015-02-23	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/uwbm/bird?id=40276	urn:lsid:biocol.org:col:34878	urn:lsid:biocol.org:col:34966		UWBM	Bird			PreservedSpecimen					40276	Molt: none				1	male	unknown			native	present	round skin																1983	9		second week SEPTEMBER 1983							| United States of America | Washington | King |  |  |  | Vashon Island	North America	Puget Sound		Vashon	United States	US	Washington	King		WASHINGTON: King County; Vashon Island	United States of America | Washington | King | Vashon Island |  | WASHINGTON: King County; Vashon Island																47.4289871	-122.4781836	WGS84	9213								VertNet Georeferencing Guidelines		requires verification																																				Rallus limicola							Animalia | Chordata | Aves | Gruiformes | Rallidae |  | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola		species			Virginia Rail	ICZN			
http://gbif.rom.on.ca:8180/ipt/resource.do?r=birdsnonpass		2015-05-19	en		Royal Ontario Museum	not-for-profit use only				urn:lsid:biocol.org:col:34954		ROM	Birds	Ornithology		PreservedSpecimen			Wt: 91.3 g; Fat: mod; Meas: BN: 31; WC: 116; T: 45; T: 37.5 mm		126621						male	adult	t: 10x9 mm		found dead		skeleton	in collection	2658										1976-04				1976	4		19760400							North America; Canada; Ontario; Toronto	North America				Canada		Ontario	Toronto		Toronto	Toronto											434000N;0792300W					43.71347	-79.35945	NAD83	23.207472						Bradley G. Millen (ROM)	2004-06-04	MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	Energy, Mines and Resources Canada, Series A501, Toronto, 30M, 1:250,000, Edition 4, 1998	verification required	Toronto as a locality is difficult to distinguish depending on the date of collection. this is due to amalgamation of local towns etc. within it over many years. Used Toronto today as a reference.																																			Rallus limicola limicola							Animalia; Chordata; Aves; Gruiformes; Rallidae Rallinae; Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae Rallinae	Rallus		limicola	limicola								
http://gbif.rom.on.ca:8180/ipt/resource.do?r=birdsnonpass		2015-05-19	en		Royal Ontario Museum	not-for-profit use only				urn:lsid:biocol.org:col:34954		ROM	Birds	Ornithology		PreservedSpecimen					12.1.23.81c		BS 949	Edmonds, J			male	adult					skin	in collection	2681										1891-08				1891	8		18910800							North America; Canada; Ontario; Toronto	North America				Canada		Ontario	Toronto		Toronto Harbour, Toronto Marsh	Toronto Harbour, Toronto Marsh											433800N;0792100W					43.64829	-79.33744	NAD27	2.1543264						Bradley G. Millen (ROM)	2004-07-22	MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	Energy, Mines and Resources Canada, Series A751, Toronto, 30M11, 1:50,000, Edition 7, 1985	verification required	Toronto Marsh, can be attributed to the large tracts of marsh and flatland at the mouth of the Don River between Ashbridge's Bay and the mouth of the river, now reclaimed industrial land																																			Rallus limicola limicola							Animalia; Chordata; Aves; Gruiformes; Rallidae Rallinae; Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae Rallinae	Rallus		limicola	limicola								
http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds		2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=157815	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""gonads"":""ovary: 10x6"", ""bill"":""exp. cul.:35.5"", ""wing"":""97"" }"		157815			Chamberlain, Ann			female				native	present	Skel, Y												1958-06				1958	6									North America | U.S.A. | New Jersey | Atlantic |  |  |  |	North America				United States	US	New Jersey	Atlantic		Brigantine	North America | U.S.A. | New Jersey | Atlantic	30															39.407613	-74.36706	WGS84	5149						Barbehenn, David	2013-07-25	VertNet Georeferencing Guidelines	GEOLocate	verified by curator																																				Rallus limicola							|  |  | Gruiformes | Rallidae | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds		2015-02-23	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/uwbm/bird?id=74008	urn:lsid:biocol.org:col:34878	urn:lsid:biocol.org:col:34966		UWBM	Bird			PreservedSpecimen					74008	Molt: none in wings or tail, diffuse on body skin-side; Misc: wingspan 346 mm; wing chord 103 mm; round/wing sent to V. N. Sotnikov, Kirov Museum, Russia		M. Fisher		1	male	unknown			native	present	tissue | tissue												2000-10-01		275	275	2000	10		OCTOBER 2000							| United States of America | Washington | Island |  |  |  | Whidbey Island	North America	Puget Sound		Whidbey	United States	US	Washington	Island		WASHINGTON: Island County; Whidbey Island; Clinton, 3 mi S, 2 mi W; Cultus Bay Nursery; 47°56'N 122°24'W; 25 m	United States of America | Washington | Island | Whidbey Island |  | WASHINGTON: Island County; Whidbey Island; Clinton, 3 mi S, 2 mi W; Cultus Bay Nursery; 47°56'N 122°24'W; 25 m; clearing of about 15 acres surrounded by forest of alder or Douglas fir	25 m											4756  N	12224  W			47.94	-122.4	WGS84	2660								VertNet Georeferencing Guidelines		requires verification	georeferenced given lat/long, not english text description; added 1000 meters to coordinate uncertainty because original datum unknown																																			Rallus limicola							Animalia | Chordata | Aves | Gruiformes | Rallidae |  | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola		species			Virginia Rail	ICZN			
http://gbif.rom.on.ca:8180/ipt/resource.do?r=birdsnonpass		2015-05-19	en		Royal Ontario Museum	not-for-profit use only				urn:lsid:biocol.org:col:34954		ROM	Birds	Ornithology		PreservedSpecimen			Set Mark=none noted; Clutch Size=not known; Eggs Incubation: not recorded; Nest Parasite=none; Parasitic Eggs No.=0; Nest Remarks: noted in Ontario Nest Records Scheme (O.N.R.S.), mapped		502205			Fitzgerald, A M			unknown	not applicable					eggs	in collection	2539										1914				1914			19140000							North America; Canada; Ontario; Peterborough County	North America				Canada		Ontario	Peterborough County		Lakefield	Lakefield											442600N;0781600W					44.42696	-78.2714	NAD83	1.8617184						Bradley G. Millen (ROM)	2004-04-06	MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	Energy, Mines and Resources Canada, Series A751, Peterborough, 31D08, 1:50,000, Edition 7, 1999	verification required																																				Rallus limicola limicola							Animalia; Chordata; Aves; Gruiformes; Rallidae Rallinae; Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae Rallinae	Rallus		limicola	limicola								
http://gbif.rom.on.ca:8180/ipt/resource.do?r=birdsnonpass		2015-05-19	en		Royal Ontario Museum	not-for-profit use only				urn:lsid:biocol.org:col:34954		ROM	Birds	Ornithology		PreservedSpecimen					76583			Halliday, H M			male	not applicable					skeleton	in collection	2680										1950				1950			19500000							North America; Canada; Ontario; Toronto	North America				Canada		Ontario	Toronto		Toronto	Toronto											434000N;0792300W					43.71347	-79.35945	NAD83	23.207472						Bradley G. Millen (ROM)	2004-06-04	MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	Energy, Mines and Resources Canada, Series A501, Toronto, 30M, 1:250,000, Edition 4, 1998	verification required	Toronto as a locality is difficult to distinguish depending on the date of collection. this is due to amalgamation of local towns etc. within it over many years. Used Toronto today as a reference.																																			Rallus limicola limicola							Animalia; Chordata; Aves; Gruiformes; Rallidae Rallinae; Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae Rallinae	Rallus		limicola	limicola								
http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds		2015-02-23	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/uwbm/bird?id=22176	urn:lsid:biocol.org:col:34878	urn:lsid:biocol.org:col:34966		UWBM	Bird			PreservedSpecimen					22176					1	female	unknown			managed	present	skeleton												1966				1966			1966							| CAPTIVE |  |  |  |  |  |										CAPTIVE; Woodland Park Zoo, Seattle, Washington	Captive |  |  |  |  | CAPTIVE; Woodland Park Zoo, Seattle, Washington																47.6682196	-122.3502731	WGS84	528								VertNet Georeferencing Guidelines		requires verification																																				Rallus limicola							Animalia | Chordata | Aves | Gruiformes | Rallidae |  | Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola		species			Virginia Rail	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_bird		2014-11-12 10:19:38.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/CUMV:Bird:1638	http://grbio.org/cool/i64g-wjcr			CUMV	Bird specimens			PreservedSpecimen			sex=unknown		1638			Collector(s): unknown		1	unknown				wild caught		study skin		Trapline ID=Z1638; original identifier=3649	<i>Rallus limicola limicola</i> (accepted ID) identified by unknown on 1860-01-01; method: legacy									1910				1910			0/0/1910							North America, United States, New York, Tompkins County	North America				United States		New York	Tompkins County		Ithaca	Ithaca									unknown	town of Ithaca rather than city of Ithaca	42.4381/-76.5095			decimal degrees		42.4381	-76.5095	World Geodetic System 1984	6920.1792						unknown	2014-03-05 00:00:00.0	MaNIS georeferencing guidelines	NamedPlaceExtent: 4.32; Coordinate Source: MaNIS; Georeference Source: Terrain Navigator 6.04, 1:24,000; Georeference Date: 20070126	unverified																					unknown	1860-01-01		legacy		A										Rallus limicola limicola							Animalia; Chordata; Aves; Gruiformes; Rallidae; Rallinae;	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola					ICZN			
